Vgs,Vds,Ids
0.8,0.0,0.0
0.8,0.05,0.05128282519926334
0.8,0.1,0.09229741358573802
0.8,0.15000000000000002,0.12301271515942398
0.8,0.2,0.1433976799203213
0.8,0.25,0.15342125786842986
0.8,0.30000000000000004,0.15462773067666596
0.8,0.35000000000000003,0.15478143617435647
0.8,0.4,0.154935141672047
0.8,0.45,0.15508884716973753
0.8,0.5,0.15524255266742806
0.8,0.55,0.15539625816511854
0.8,0.6000000000000001,0.1555499636628091
0.8,0.65,0.1557036691604996
0.8,0.7000000000000001,0.15585737465819013
0.8,0.75,0.15601108015588064
0.8,0.8,0.15616478565357117
0.8,0.8500000000000001,0.15631849115126167
0.8,0.9,0.15647219664895223
0.8,0.9500000000000001,0.15662590214664274
0.8,1.0,0.15677960764433327
0.8,1.05,0.15693331314202377
0.8,1.1,0.15708701863971433
0.8,1.1500000000000001,0.15724072413740484
0.8,1.2000000000000002,0.15739442963509537
0.8,1.25,0.15754813513278587
0.8,1.3,0.1577018406304764
0.8,1.35,0.15785554612816693
0.8,1.4000000000000001,0.15800925162585747
0.8,1.4500000000000002,0.15816295712354797
0.8,1.5,0.1583166626212385
0.8,1.55,0.15847036811892903
0.8,1.6,0.15862407361661957
0.8,1.6500000000000001,0.15877777911431007
0.8,1.7000000000000002,0.1589314846120006
0.8,1.75,0.1590851901096911
0.8,1.8,0.15923889560738166
0.8,1.85,0.15939260110507217
0.8,1.9000000000000001,0.1595463066027627
0.8,1.9500000000000002,0.15970001210045318
0.8,2.0,0.15985371759814376
0.8,2.0500000000000003,0.16000742309583424
0.8,2.1,0.16016112859352477
0.8,2.15,0.16031483409121527
0.8,2.2,0.1604685395889058
0.8,2.25,0.16062224508659634
0.8,2.3000000000000003,0.16077595058428687
0.8,2.35,0.16092965608197737
0.8,2.4000000000000004,0.1610833615796679
0.8,2.45,0.16123706707735844
0.8,2.5,0.16139077257504897
0.8,2.5500000000000003,0.16154447807273947
0.8,2.6,0.16169818357043
0.8,2.6500000000000004,0.16185188906812054
0.8,2.7,0.16200559456581107
0.8,2.75,0.16215930006350157
0.8,2.8000000000000003,0.1623130055611921
0.8,2.85,0.1624667110588826
0.8,2.9000000000000004,0.16262041655657317
0.8,2.95,0.16277412205426367
0.8,3.0,0.1629278275519542
0.8,3.0500000000000003,0.1630815330496447
0.8,3.1,0.16323523854733524
0.8,3.1500000000000004,0.16338894404502577
0.8,3.2,0.1635426495427163
0.8,3.25,0.16369635504040678
0.8,3.3000000000000003,0.16385006053809734
0.8,3.35,0.16400376603578784
0.8,3.4000000000000004,0.16415747153347837
0.8,3.45,0.16431117703116888
0.8,3.5,0.1644648825288594
0.8,3.5500000000000003,0.16461858802654994
0.8,3.6,0.16477229352424047
0.8,3.6500000000000004,0.16492599902193097
0.8,3.7,0.1650797045196215
0.8,3.75,0.165233410017312
0.8,3.8000000000000003,0.16538711551500257
0.8,3.85,0.16554082101269307
0.8,3.9000000000000004,0.1656945265103836
0.8,3.95,0.1658482320080741
0.8,4.0,0.16600193750576467
0.8,4.05,0.16615564300345517
0.8,4.1000000000000005,0.1663093485011457
0.8,4.15,0.1664630539988362
0.8,4.2,0.16661675949652674
0.8,4.25,0.16677046499421727
0.8,4.3,0.1669241704919078
0.8,4.3500000000000005,0.1670778759895983
0.8,4.4,0.16723158148728884
0.8,4.45,0.16738528698497937
0.8,4.5,0.1675389924826699
0.8,4.55,0.1676926979803604
0.8,4.6000000000000005,0.16784640347805094
0.8,4.65,0.1680001089757414
0.8,4.7,0.168153814473432
0.8,4.75,0.16830751997112248
0.8,4.800000000000001,0.168461225468813
0.8,4.8500000000000005,0.1686149309665035
0.8,4.9,0.16876863646419407
0.8,4.95,0.16892234196188458
0.8191919191919192,0.0,0.0
0.8191919191919192,0.05,0.05525952519926335
0.8191919191919192,0.1,0.10025875904028349
0.8191919191919192,0.15000000000000002,0.1349666515230604
0.8191919191919192,0.2,0.159352152647594
0.8191919191919192,0.25,0.1733842124138844
0.8191919191919192,0.30000000000000004,0.17717566976199922
0.8191919191919192,0.35000000000000003,0.17735178871802504
0.8191919191919192,0.4,0.17752790767405094
0.8191919191919192,0.45,0.17770402663007676
0.8191919191919192,0.5,0.1778801455861026
0.8191919191919192,0.55,0.17805626454212845
0.8191919191919192,0.6000000000000001,0.17823238349815432
0.8191919191919192,0.65,0.1784085024541801
0.8191919191919192,0.7000000000000001,0.17858462141020598
0.8191919191919192,0.75,0.17876074036623182
0.8191919191919192,0.8,0.17893685932225767
0.8191919191919192,0.8500000000000001,0.1791129782782835
0.8191919191919192,0.9,0.17928909723430939
0.8191919191919192,0.9500000000000001,0.17946521619033518
0.8191919191919192,1.0,0.17964133514636105
0.8191919191919192,1.05,0.1798174541023869
0.8191919191919192,1.1,0.17999357305841274
0.8191919191919192,1.1500000000000001,0.18016969201443855
0.8191919191919192,1.2000000000000002,0.18034581097046445
0.8191919191919192,1.25,0.18052192992649024
0.8191919191919192,1.3,0.18069804888251612
0.8191919191919192,1.35,0.18087416783854196
0.8191919191919192,1.4000000000000001,0.1810502867945678
0.8191919191919192,1.4500000000000002,0.18122640575059362
0.8191919191919192,1.5,0.1814025247066195
0.8191919191919192,1.55,0.1815786436626453
0.8191919191919192,1.6,0.18175476261867118
0.8191919191919192,1.6500000000000001,0.18193088157469703
0.8191919191919192,1.7000000000000002,0.18210700053072287
0.8191919191919192,1.75,0.1822831194867487
0.8191919191919192,1.8,0.18245923844277456
0.8191919191919192,1.85,0.18263535739880038
0.8191919191919192,1.9000000000000001,0.18281147635482625
