I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.065456,2,-0.076803732
1.93,1.0708322,1.93,-0.051821616
1.86,1.072711,1.86,-0.0048060378
1.7822222,1.0713711,1.7822222,0.034437177
1.7044444,1.0673541,1.7044444,0.070371954
1.6266667,1.0604243,1.6266667,0.10542059
1.5488889,1.0509553,1.5488889,0.13287976
1.4624691,1.0385096,1.4624691,0.14932259
1.4144582,1.0310856,1.4144582,0.15693333
1.3664472,1.0234405,1.3664472,0.16057894
1.3424417,1.0195535,1.3424417,0.16270655
1.3184362,1.0156288,1.3184362,0.16405387
1.3064335,1.013653,1.3064335,0.16493152
1.2977648,1.0122205,1.2977648,0.16548104
1.2910225,1.0111032,1.2910225,0.16589596
1.2857785,1.0102323,1.2857785,0.16627954
1.2776212,1.0088743,1.2776212,0.16678334
1.2658384,1.0069055,1.2658384,0.16744263
1.2540556,1.0049284,1.2540556,0.16828344
1.2344176,1.0016141,1.2344176,0.16959476
1.2016876,0.99603618,1.2016876,0.1719022
1.1471375,0.98657823,1.1471375,0.17620661
1.0562208,0.97030123,1.0562208,0.18453132
0.90469292,0.94150628,0.90469292,0.1988954
0.66898288,0.89253514,0.66898288,0.22010046
0.32851283,0.813396,0.32851283,0.24744757
-0.12544725,0.69425221,-0.12544725,0.27209782
-0.68028733,0.53793085,-0.68028733,0.27592537
-1.3584252,0.35475939,-1.3584252,0.25186516
-2.0584252,0.19122479,-2.0584252,0.20450627
-2.7584252,0.068450617,-2.7584252,0.12379475
-3.4584252,0.017912133,-3.4584252,0.041389328
-4.1584252,0.010505557,-4.1584252,0.0075906207
-4.8584252,0.0072852641,-4.8584252,0.0040197904
-5,0.0067983656,-5,0.0034391617

