I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,2.2843971,2,0.0675501
1.93,2.2796686,1.93,0.073294805
1.86,2.2741359,1.86,0.080187862
1.79,2.2684423,1.79,0.081855823
1.7122222,2.2620354,1.7122222,0.082941448
1.6258025,2.2548187,1.6258025,0.084302811
1.5201783,2.2458302,1.5201783,0.086506877
1.3910822,2.2344807,1.3910822,0.090474426
1.2046099,2.2171326,1.2046099,0.098109132
0.91454195,2.1872019,0.91454195,0.11577622
0.49555492,2.1334176,0.49555492,0.15644089
-0.063094462,2.0303388,-0.063094462,0.21668387
-0.74588815,1.8604233,-0.74588815,0.26951887
-1.4286818,1.6622872,-1.4286818,0.29692691
-2.1286818,1.4497186,-2.1286818,0.30395145
-2.8286818,1.2367552,-2.8286818,0.30316952
-3.5286818,1.0252813,-3.5286818,0.29897249
-4.2286818,0.8181937,-4.2286818,0.291572
-4.9286818,0.61708046,-4.9286818,0.28429465
-5,0.59701975,-5,0.28128466

