I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,2.5403922,2,0.24630979
1.93,2.5231505,1.93,0.24925759
1.86,2.5054961,1.86,0.25576346
1.7433333,2.4752419,1.7433333,0.26471395
1.5618519,2.4262226,1.5618519,0.27847273
1.2795473,2.3452467,1.2795473,0.30035169
0.84040695,2.2074162,0.84040695,0.3339554
0.20609308,1.9828396,0.20609308,0.37545583
-0.49390692,1.705034,-0.49390692,0.40754673
-1.1939069,1.4122742,-1.1939069,0.41362886
-1.8939069,1.1259536,-1.8939069,0.3984067
-2.5939069,0.85450477,-2.5939069,0.37087818
-3.2939069,0.60672411,-3.2939069,0.33080778
-3.9939069,0.39137388,-3.9939069,0.28345993
-4.6939069,0.20988021,-4.6939069,0.23717187
-5,0.14404967,-5,0.21506707

