I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,1.3125049,2,0.17522537
1.965,1.306372,1.965,0.17643249
1.9261111,1.2994638,1.9261111,0.17920635
1.8656173,1.2885282,1.8656173,0.18222544
1.8320096,1.2823552,1.8320096,0.1843218
1.8236077,1.2808011,1.8236077,0.1852952
1.810538,1.2783751,1.810538,0.18598162
1.8003727,1.2764809,1.8003727,0.18660832
1.7930311,1.2751089,1.7930311,0.18716784
1.7816109,1.2729681,1.7816109,0.18791081
1.763846,1.2696218,1.763846,0.18901331
1.7401596,1.2651294,1.7401596,0.19062826
1.703314,1.25807,1.703314,0.19322307
1.6419046,1.2461043,1.6419046,0.19780475
1.5395557,1.225557,1.5395557,0.20634036
1.3689741,1.1894067,1.3689741,0.22120694
1.1036251,1.1282463,1.1036251,0.24389674
0.72034309,1.0296267,0.72034309,0.27519172
0.20930045,0.87985014,0.20930045,0.30887106
-0.41530722,0.67706388,-0.41530722,0.32035779
-1.1153072,0.45582624,-1.1153072,0.29369197
-1.8153072,0.26589512,-1.8153072,0.24222451
-2.5153072,0.11671194,-2.5153072,0.16595739
-3.2153072,0.033554773,-3.2153072,0.071152085
-3.9153072,0.017099017,-3.9153072,0.015677322
-4.6153072,0.011606522,-4.6153072,0.0064776266
-5,0.0096411911,-5,0.005108832

