I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,2.2004658,2,0.2027778
1.65,2.1294936,1.65,0.21375652
1.3,2.0508362,1.3,0.23454716
0.95,1.9653106,0.95,0.25315946
0.6,1.8736246,0.6,0.27090832
0.25,1.7756747,0.25,0.28937784
-0.1,1.6710601,-0.1,0.30901055
-0.45,1.5593673,-0.45,0.32891697
-0.8,1.4408182,-0.8,0.34607231
-1.15,1.3171167,-1.15,0.3568599
-1.5,1.1910163,-1.5,0.3602115
-1.85,1.0649687,-1.85,0.35773954
-2.2,0.94059863,-2.2,0.35143456
-2.55,0.81896449,-2.55,0.34239307
-2.9,0.70092348,-2.9,0.33081855
-3.25,0.5873915,-3.25,0.31655408
-3.6,0.47933563,-3.6,0.29932943
-3.95,0.3778609,-3.95,0.27860133
-4.3,0.28431469,-4.3,0.25350167
-4.65,0.20040973,-4.65,0.22243387
-5,0.12861098,-5,0.20513926

