I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,2.3509322,2,0.094857855
1.65,2.3177319,1.65,0.11121214
1.3,2.2730837,1.3,0.14950383
0.95,2.2130793,0.95,0.19124168
0.6,2.1392145,0.6,0.22559246
0.25,2.0551645,0.25,0.25417476
-0.1,1.9612922,-0.1,0.28337609
-0.45,1.8568013,-0.45,0.31112111
-0.8,1.7435074,-0.8,0.33033949
-1.15,1.6255636,-1.15,0.33882645
-1.5,1.5063289,-1.5,0.34044023
-1.85,1.3872555,-1.85,0.33912272
-2.2,1.268943,-2.2,0.33608106
-2.55,1.1519987,-2.55,0.33018372
-2.9,1.0378144,-2.9,0.31933565
-3.25,0.92846376,-3.25,0.30558498
-3.6,0.82390489,-3.6,0.29441563
-3.95,0.72237282,-3.95,0.28682939
-4.3,0.62312431,-4.3,0.27994808
-4.65,0.52640916,-4.65,0.27166588
-5,0.43295819,-5,0.26700277

