I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.8558126,2,0.075049236
1.65,1.8295453,1.65,0.090649075
1.3,1.7923582,1.3,0.1192851
0.95,1.7460458,0.95,0.15095672
0.6,1.6866885,0.6,0.18935198
0.25,1.6134994,0.25,0.22522624
-0.1,1.5290301,-0.1,0.25459318
-0.45,1.4352841,-0.45,0.27861354
-0.8,1.3340007,-0.8,0.2943755
-1.15,1.2292213,-1.15,0.29928031
-1.5,1.1245044,-1.5,0.2981817
-1.85,1.0204941,-1.85,0.2960087
-2.2,0.91729835,-2.2,0.29320886
-2.55,0.81524791,-2.55,0.28953136
-2.9,0.7146264,-2.9,0.28487863
-3.25,0.61583287,-3.25,0.27885982
-3.6,0.51942452,-3.6,0.27081661
-3.95,0.42626124,-3.95,0.25996398
-4.3,0.33744974,-4.3,0.24569148
-4.65,0.2542772,-4.65,0.2270903
-5,0.17848653,-5,0.21654479

