I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,2.4015206,2,0.16658731
1.65,2.3432151,1.65,0.17290523
1.3,2.280487,1.3,0.18794674
0.95,2.2116524,0.95,0.20664447
0.6,2.1358359,0.6,0.22728314
0.25,2.0525542,0.25,0.24827342
-0.1,1.9620445,-0.1,0.26805584
-0.45,1.8649151,-0.45,0.28616984
-0.8,1.7617256,-0.8,0.30404902
-1.15,1.6520808,-1.15,0.32291267
-1.5,1.5356867,-1.5,0.34083653
-1.85,1.4134952,-1.85,0.35433774
-2.2,1.2876503,-2.2,0.36140733
-2.55,1.1605101,-2.55,0.36237518
-2.9,1.0339877,-2.9,0.35863149
-3.25,0.90946802,-3.25,0.35164239
-3.6,0.78783799,-3.6,0.34224727
-3.95,0.66989493,-3.95,0.33023558
-4.3,0.55667308,-4.3,0.30630489
-4.65,0.45548151,-4.65,0.25116912
-5,0.3808547,-5,0.21321945

