I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,2.023517,2,0.25415432
1.65,1.934563,1.65,0.27103607
1.3,1.8337918,1.3,0.29976207
0.95,1.7247296,0.95,0.32101158
0.6,1.6090837,0.6,0.33835752
0.25,1.4878793,0.25,0.35381251
-0.1,1.3614149,-0.1,0.36840174
-0.45,1.2299981,-0.45,0.38088622
-0.8,1.0947946,-0.8,0.38828232
-1.15,0.95820047,-1.15,0.38752878
-1.5,0.82352442,-1.5,0.377904
-1.85,0.69366768,-1.85,0.3620685
-2.2,0.57007647,-2.2,0.34296506
-2.55,0.45359213,-2.55,0.3210147
-2.9,0.34536618,-2.9,0.29493661
-3.25,0.24713651,-3.25,0.26285227
-3.6,0.16136959,-3.6,0.22261461
-3.95,0.09130628,-3.95,0.16894815
-4.3,0.043105889,-4.3,0.097257302
-4.65,0.023226168,-4.65,0.038712326
-5,0.016007261,-5,0.02062545

