I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,0.97295495,2,0.14626219
1.93,0.9627166,1.93,0.1499967
1.86,0.95195541,1.86,0.15745733
1.7744444,0.93816527,1.7744444,0.1660242
1.6508642,0.91704974,1.6508642,0.17843328
1.4723594,0.88384756,1.4723594,0.19767251
1.1946853,0.82571831,1.1946853,0.22280768
0.76274772,0.72366358,0.76274772,0.25005093
0.18683099,0.57171953,0.18683099,0.27350555
-0.51316901,0.37349269,-0.51316901,0.27360558
-1.213169,0.18867171,-1.213169,0.22706374
-1.913169,0.055603464,-1.913169,0.13343298
-2.263169,0.028734504,-2.263169,0.055775656
-2.438169,0.022647505,-2.438169,0.027241369
-2.613169,0.019200025,-2.613169,0.016594183
-2.8076135,0.016577265,-2.8076135,0.011658937
-3.0668727,0.014028904,-3.0668727,0.0083435922
-3.4413583,0.011460759,-3.4413583,0.0059430607
-3.9822819,0.0087408179,-3.9822819,0.0043430752
-4.6822819,0.006180342,-4.6822819,0.0032734986
-5,0.0052623991,-5,0.0028891745

