I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,2.6036083,2,0.22774458
1.65,2.5238977,1.65,0.23776545
1.3,2.4371725,1.3,0.25749822
0.95,2.3436489,0.95,0.27799726
0.6,2.2425744,0.6,0.30209975
0.25,2.1321791,0.25,0.33131517
-0.1,2.0106538,-0.1,0.36249889
-0.45,1.8784299,-0.45,0.38797388
-0.8,1.739072,-0.8,0.40029768
-1.15,1.5982215,-1.15,0.39778157
-1.5,1.4606249,-1.5,0.3875531
-1.85,1.3269343,-1.85,0.37786325
-2.2,1.1961207,-2.2,0.37008302
-2.55,1.0678762,-2.55,0.36246221
-2.9,0.94239713,-2.9,0.35407121
-3.25,0.82002637,-3.25,0.34424281
-3.6,0.70142716,-3.6,0.33223443
-3.95,0.58746227,-3.95,0.31766843
-4.3,0.47905926,-4.3,0.30024693
-4.65,0.37728942,-4.65,0.27943666
-5,0.2834536,-5,0.26810233

