I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.6291409,2,-0.010508162
1.65,1.6328188,1.65,0.038995898
1.3,1.6018438,1.3,0.089363542
0.95,1.5702643,0.95,0.091704268
0.6,1.5376508,0.6,0.096592801
0.25,1.5026493,0.25,0.10731318
-0.1,1.4625316,-0.1,0.1257515
-0.45,1.4146233,-0.45,0.15076205
-0.8,1.3569981,-0.8,0.17969662
-1.15,1.2888356,-1.15,0.20921426
-1.5,1.2105481,-1.5,0.23673363
-1.85,1.1231221,-1.85,0.26027617
-2.2,1.0283548,-2.2,0.2773206
-2.55,0.92899767,-2.55,0.2867542
-2.9,0.82762688,-2.9,0.29013317
-3.25,0.72590445,-3.25,0.28960648
-3.6,0.62490235,-3.6,0.28900358
-3.95,0.52360194,-3.95,0.28047961
-4.3,0.42856662,-4.3,0.24758129
-4.65,0.35029504,-4.65,0.22477819
-5,0.27122189,-5,0.2259233

