I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.7295929,2,0.1078231
1.65,1.6918548,1.65,0.13578191
1.3,1.6345455,1.3,0.18214522
0.95,1.5643531,0.95,0.21399071
0.6,1.484752,0.6,0.24073849
0.25,1.3958362,0.25,0.26896087
-0.1,1.2964794,-0.1,0.29662944
-0.45,1.1881956,-0.45,0.31607677
-0.8,1.0752257,-0.8,0.3239231
-1.15,0.96144941,-1.15,0.32307563
-1.5,0.84907275,-1.5,0.31639476
-1.85,0.73997308,-1.85,0.30405335
-2.2,0.63623541,-2.2,0.28852221
-2.55,0.53800754,-2.55,0.27438181
-2.9,0.44416814,-2.9,0.2619232
-3.25,0.3546613,-3.25,0.24811943
-3.6,0.27048454,-3.6,0.23062422
-3.95,0.19322435,-3.95,0.2075474
-4.3,0.12520136,-4.3,0.17665626
-4.65,0.069564965,-4.65,0.13509639
-5,0.03063389,-5,0.11123164

