I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.7953662,2,0.042266944
1.65,1.7805727,1.65,0.066166457
1.3,1.7490496,1.3,0.092646726
0.95,1.71572,0.95,0.10064074
0.6,1.6786011,0.6,0.11335819
0.25,1.6363693,0.25,0.12967703
-0.1,1.5878272,-0.1,0.15178924
-0.45,1.5301168,-0.45,0.17947939
-0.8,1.4621916,-0.8,0.20697283
-1.15,1.3852358,-1.15,0.23142443
-1.5,1.3001945,-1.5,0.25394527
-1.85,1.2074741,-1.85,0.27348333
-2.2,1.1087562,-2.2,0.28655907
-2.55,1.0068828,-2.55,0.29218163
-2.9,0.90422905,-2.9,0.29265379
-3.25,0.80202513,-3.25,0.29054247
-3.6,0.70084933,-3.6,0.28695103
-3.95,0.60115941,-3.95,0.28129669
-4.3,0.50394165,-4.3,0.27389382
-4.65,0.40943374,-4.65,0.25904019
-5,0.32261351,-5,0.24805779

