I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.3628398,2,-0.050664309
1.65,1.3805723,1.65,0.010369665
1.3,1.3555811,1.3,0.080885101
0.95,1.3239528,0.95,0.095250557
0.6,1.2889057,0.6,0.10883516
0.25,1.2477681,0.25,0.13092474
-0.1,1.1972583,-0.1,0.16081284
-0.45,1.1351992,-0.45,0.19414404
-0.8,1.0613575,-0.8,0.22627889
-1.15,0.97680393,-1.15,0.25337239
-1.5,0.88399683,-1.5,0.27225109
-1.85,0.78622817,-1.85,0.28266245
-2.2,0.68613312,-2.2,0.28677754
-2.55,0.58548389,-2.55,0.28586191
-2.9,0.48602978,-2.9,0.27957067
-3.25,0.38978442,-3.25,0.26723606
-3.6,0.29896454,-3.6,0.24834294
-3.95,0.21594436,-3.95,0.22230905
-4.3,0.14334821,-4.3,0.18809448
-4.65,0.084278228,-4.65,0.14358788
-5,0.042836691,-5,0.11840439

