I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.5233022,2,0.14196399
1.65,1.4736148,1.65,0.16588747
1.3,1.407181,1.3,0.21071224
0.95,1.3261162,0.95,0.24481361
0.6,1.2358114,0.6,0.2676656
0.25,1.1387503,0.25,0.28478922
-0.1,1.036459,-0.1,0.29857182
-0.45,0.92975004,-0.45,0.30932756
-0.8,0.8199297,-0.8,0.3148898
-1.15,0.70932718,-1.15,0.31338156
-1.5,0.60056261,-1.5,0.30563431
-1.85,0.49538316,-1.85,0.29384928
-2.2,0.39486811,-2.2,0.27862131
-2.55,0.30034824,-2.55,0.2585607
-2.9,0.21387562,-2.9,0.23145796
-3.25,0.13832767,-3.25,0.19562332
-3.6,0.076939297,-3.6,0.14965469
-3.95,0.033569384,-3.95,0.086886267
-4.3,0.01611891,-4.3,0.032455667
-4.65,0.010850417,-4.65,0.010820043
-5,0.0085448798,-5,0.0065872494

