I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.217197,2,0.067630615
1.65,1.1935263,1.65,0.12030442
1.3,1.1329839,1.3,0.18586566
0.95,1.0634203,0.95,0.21460741
0.6,0.98275874,0.6,0.24314599
0.25,0.89321815,0.25,0.26672328
-0.1,0.79605244,-0.1,0.28487825
-0.45,0.69380337,-0.45,0.29449214
-0.8,0.58990795,-0.8,0.29440086
-1.15,0.48772276,-1.15,0.28560565
-1.5,0.389984,-1.5,0.2693572
-1.85,0.29917272,-1.85,0.24700783
-2.2,0.21707851,-2.2,0.22055314
-2.55,0.14478553,-2.55,0.18957919
-2.9,0.084373076,-2.9,0.15000367
-3.25,0.03978296,-3.25,0.09338542
-3.6,0.019003282,-3.6,0.039391902
-3.95,0.012208628,-3.95,0.013572748
-4.3,0.0095023585,-4.3,0.0062976558
-4.65,0.0078002692,-4.65,0.0042269309
-5,0.0065435068,-5,0.0035907496

