I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.6933538,2,0.054825177
1.65,1.674165,1.65,0.078408559
1.3,1.6384679,1.3,0.1119695
0.95,1.5957864,0.95,0.13798693
0.6,1.541877,0.6,0.17334571
0.25,1.4744444,0.25,0.20890058
-0.1,1.3956466,-0.1,0.23469809
-0.45,1.3101557,-0.45,0.25101412
-0.8,1.2199367,-0.8,0.26576761
-1.15,1.1241184,-1.15,0.27979973
-1.5,1.0240769,-1.5,0.28803952
-1.85,0.92249073,-1.85,0.29007583
-2.2,0.82102382,-2.2,0.28841917
-2.55,0.72059731,-2.55,0.28457631
-2.9,0.6218204,-2.9,0.2790394
-3.25,0.52526973,-3.25,0.27152625
-3.6,0.43175203,-3.6,0.26124632
-3.95,0.34239731,-3.95,0.24739696
-4.3,0.25857416,-4.3,0.22898015
-4.65,0.18211121,-4.65,0.20404881
-5,0.11573999,-5,0.18963206

