I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,2.3425741,2,0.24463581
1.65,2.2569516,1.65,0.25626329
1.3,2.1631898,1.3,0.28053652
0.95,2.060576,0.95,0.30730149
0.6,1.9480788,0.6,0.33614991
0.25,1.8252711,0.25,0.3647636
-0.1,1.6927443,-0.1,0.38906212
-0.45,1.5529276,-0.45,0.40454009
-0.8,1.4095662,-0.8,0.4094349
-1.15,1.2663232,-1.15,0.40580119
-1.5,1.1255054,-1.5,0.39706427
-1.85,0.98837819,-1.85,0.38437194
-2.2,0.856445,-2.2,0.36686669
-2.55,0.73157151,-2.55,0.34582749
-2.9,0.61436576,-2.9,0.32500587
-3.25,0.5040674,-3.25,0.3054748
-3.6,0.40053341,-3.6,0.28490687
-3.95,0.30463259,-3.95,0.26086475
-4.3,0.21792808,-4.3,0.23161814
-4.65,0.14249989,-4.65,0.19534993
-5,0.081183128,-5,0.17519074

