I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.9582004,2,0.066587041
1.65,1.934895,1.65,0.07790172
1.3,1.9036692,1.3,0.093005231
0.95,1.8697913,0.95,0.10427876
0.6,1.8306741,0.6,0.12425668
0.25,1.7828116,0.25,0.15297111
-0.1,1.7235943,-0.1,0.18233277
-0.45,1.6551787,-0.45,0.20545919
-0.8,1.5797729,-0.8,0.22541238
-1.15,1.49739,-1.15,0.24608285
-1.5,1.4075149,-1.5,0.2669965
-1.85,1.3104925,-1.85,0.2840946
-2.2,1.2086487,-2.2,0.29406465
-2.55,1.1046472,-2.55,0.29759096
-2.9,1.000335,-2.9,0.29696243
-3.25,0.89677351,-3.25,0.29421957
-3.6,0.7943813,-3.6,0.29057822
-3.95,0.69336875,-3.95,0.28618197
-4.3,0.59405392,-4.3,0.27990624
-4.65,0.49743438,-4.65,0.27037176
-5,0.40479368,-5,0.26468771

