I<suv>d</sub> V<sub>d</sub> = 10.0 V X,I<suv>d</sub> V<sub>d</sub> = 10.0 V Y,g<sub>m</sub> V<sub>d</sub> = 10.0 V X,g<sub>m</sub> V<sub>d</sub> = 10.0 V Y
2,2.0436905,2,0.26469872
1.65,1.951046,1.65,0.28196387
1.3,1.8463158,1.3,0.30897693
0.95,1.7347621,0.95,0.32622028
0.6,1.6179616,0.6,0.33977088
0.25,1.4969225,0.25,0.35066047
-0.1,1.3724993,-0.1,0.35911152
-0.45,1.2455444,-0.45,0.36510929
-0.8,1.1169228,-0.8,0.36878917
-1.15,0.987392,-1.15,0.37057963
-1.5,0.85751702,-1.5,0.3707671
-1.85,0.72785503,-1.85,0.36848969
-2.2,0.59957424,-2.2,0.36095832
-2.55,0.47518421,-2.55,0.34426989
-2.9,0.35858531,-2.9,0.31623622
-3.25,0.25381885,-3.25,0.27857868
-3.6,0.16358024,-3.6,0.2341427
-3.95,0.089918962,-3.95,0.17770231
-4.3,0.039188623,-4.3,0.09875363
-4.65,0.020791421,-4.65,0.034317721
-5,0.015166219,-5,0.016072005

