I<suv>d</sub> V<sub>d</sub> = 5.0 V X,I<suv>d</sub> V<sub>d</sub> = 5.0 V Y,g<sub>m</sub> V<sub>d</sub> = 5.0 V X,g<sub>m</sub> V<sub>d</sub> = 5.0 V Y
2,1.5627574,2,0.15811092
1.965,1.5572235,1.965,0.15904566
1.9475,1.5544239,1.9475,0.16075002
1.9202778,1.5500269,1.9202778,0.16245076
1.8930556,1.5455793,1.8930556,0.16460105
1.8507099,1.5385575,1.8507099,0.16751716
1.8036591,1.5305959,1.8036591,0.17174436
1.7409248,1.5196629,1.7409248,0.18020799
1.643338,1.501498,1.643338,0.19860568
1.4915364,1.4694572,1.4915364,0.21942636
1.2722674,1.4195115,1.2722674,0.23552812
0.93118233,1.3365345,0.93118233,0.25405979
0.43850385,1.2060506,0.43850385,0.27729501
-0.21840079,1.0157164,-0.21840079,0.29832091
-0.91840079,0.80088793,-0.91840079,0.30882004
-1.6184008,0.58336838,-1.6184008,0.30661548
-2.3184008,0.37162625,-2.3184008,0.2836423
-3.0184008,0.18626916,-3.0184008,0.22744081
-3.7184008,0.053209117,-3.7184008,0.12452903
-4.4184008,0.011928509,-4.4184008,0.03288094
-5,0.0079796933,-5,0.0067895824

