train loss,test loss
1.4394502075094926,1.2029356360435486
0.5519897294671912,1.0538174152374267
0.332655037704267,0.996106767654419
0.23419810674692454,0.9348766684532166
0.1747358478997883,0.8760299444198608
0.1371516350068544,0.8221861720085144
0.11090432432361115,0.7756665825843811
0.09270870332655154,0.731923234462738
0.07661814299243236,0.6909860014915467
0.06587054384382147,0.6565032362937927
0.05600708109910408,0.6242047667503356
0.048865612792341334,0.5935215830802918
0.04297583740249819,0.5648478090763092
0.03874810645006653,0.5395753741264343
0.03388407491801078,0.5149722218513488
0.03002480329259446,0.49175981283187864
0.02709992206871694,0.47192462682724
0.0249749546685414,0.45200868248939513
0.022686323630842806,0.43304100036621096
0.0202524439284676,0.41890196204185487
0.018674251056255253,0.4001680314540863
0.017355868904784535,0.3861495077610016
0.016102602948313175,0.37289718389511106
0.014806071721148072,0.36207078099250795
0.013781772318639253,0.34728304743766786
0.012716133584860366,0.3367659866809845
0.011973543590040003,0.3263658285140991
0.011068117461706462,0.31916542649269103
0.010492230716504548,0.3080220937728882
0.010102710729105431,0.30137131810188295
0.009379101705267798,0.2919135451316833
0.008907562268799856,0.2839748293161392
0.008438559335194516,0.27859463095664977
0.007998337848083154,0.27173747718334196
0.007576484563655423,0.26475401520729064
0.007244431549868389,0.261144745349884
0.006966040004707163,0.2581411898136139
0.006526748353094275,0.24791955649852754
0.006269765728720126,0.2440178096294403
0.006077177430454053,0.24153143167495728
0.005698322216873756,0.23469467163085939
0.005573181934972156,0.23518882989883422
0.0053291212461861436,0.22650354504585266
0.005207296514339994,0.2229627102613449
0.005003729218627974,0.22201794087886811
0.004779440024761095,0.21724430620670318
0.004663246025697381,0.21487833857536315
0.0044931386385047645,0.21106539368629457
0.004325008353920679,0.20983101725578307
0.004161423664343984,0.2066476583480835
0.004059259844146154,0.20133992433547973
0.003894518744125057,0.20095531344413758
0.0038639855420340846,0.19824072122573852
0.0037206305920729162,0.19669975936412812
0.003606479925116854,0.19102678298950196
0.0035205563474306487,0.18893718719482422
0.003413405238426293,0.19006491005420684
0.0033638547909887215,0.19000424742698668
0.0032800308941306013,0.18419672548770905
0.0031008851109889514,0.1799093246459961
0.003067260889322003,0.17738627791404724
0.0030302312003736382,0.1763085275888443
0.0029112010472201267,0.17455075383186341
0.002786234388814161,0.1732475519180298
0.0027070110324423323,0.16891216039657592
0.0026736241517264685,0.167841574549675
0.002598681264006052,0.16560794413089752
